O*NET-SOC 2010 (CÓDIGO),O*NET-SOC 2010 (NOME),2010 SOC (CÓDIGO),2010 SOC (TÍTULO),Isco08 (CÓDIGO),Isco08 (TÍTULO),PNAD CONTÍNUA _ COD(CÓDIGO),PNAD CONTÍNUA _COD(TÍTULO),CBO CÓDIGO,CBO TÍTULO
33-3052.00,Transit and Railroad Police,33-3052,Transit and Railroad Police,5412,Police officers,5412,Policiais,517205,Agente de polícia federal
33-9011.00,Animal Control Workers,33-9011,Animal Control Workers,5419,Protective services workers not elsewhere classified,5419,Trabalhadores dos serviços de proteção e segurança não classificados anteriormente,410220,Supervisor de controle patrimonial
33-9021.00,Private Detectives and Investigators,33-9021,Private Detectives and Investigators,3411,Legal and related associate professionals,3411,Profissionais de nível médio do direito e serviços legais e afins,351405,Escrevente
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,33-9031,Gaming Surveillance Officers and Gaming Investigators,3411,Legal and related associate professionals,3411,Profissionais de nível médio do direito e serviços legais e afins,351405,Escrevente
33-9032.00,Security Guards,33-9032,Security Guards,5414,Security guards,5414,Guardas de segurança,252605,Gestor em segurança
33-9091.00,Crossing Guards,33-9091,Crossing Guards,5419,Protective services workers not elsewhere classified,5419,Trabalhadores dos serviços de proteção e segurança não classificados anteriormente,410220,Supervisor de controle patrimonial
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",5419,Protective services workers not elsewhere classified,5419,Trabalhadores dos serviços de proteção e segurança não classificados anteriormente,410220,Supervisor de controle patrimonial
33-9093.00,Transportation Security Screeners,33-9093,Transportation Security Screeners,5414,Security guards,5414,Guardas de segurança,252605,Gestor em segurança
33-9099.00,"Protective Service Workers, All Other",33-9099,"Protective Service Workers, All Other",5419,Protective services workers not elsewhere classified,5419,Trabalhadores dos serviços de proteção e segurança não classificados anteriormente,410220,Supervisor de controle patrimonial
33-9099.02,Retail Loss Prevention Specialists,33-9099,"Protective Service Workers, All Other",5419,Protective services workers not elsewhere classified,5419,Trabalhadores dos serviços de proteção e segurança não classificados anteriormente,410220,Supervisor de controle patrimonial
35-1011.00,Chefs and Head Cooks,35-1011,Chefs and Head Cooks,3434,Chefs,3434,Chefes de cozinha,271105,Chefe de cozinha
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,3434,Chefs,3434,Chefes de cozinha,271105,Chefe de cozinha
35-2011.00,"Cooks, Fast Food",35-2011,"Cooks, Fast Food",9411,Fast food preparers,9411,Preparadores de comidas rápidas,724415,Chapeiro
35-2012.00,"Cooks, Institution and Cafeteria",35-2012,"Cooks, Institution and Cafeteria",5120,Cooks,5120,Cozinheiros,271110,Tecnólogo em gastronomia
35-2013.00,"Cooks, Private Household",35-2013,"Cooks, Private Household",5120,Cooks,5120,Cozinheiros,271110,Tecnólogo em gastronomia
35-2014.00,"Cooks, Restaurant",35-2014,"Cooks, Restaurant",5120,Cooks,5120,Cozinheiros,271110,Tecnólogo em gastronomia
35-2015.00,"Cooks, Short Order",35-2015,"Cooks, Short Order",5120,Cooks,5120,Cozinheiros,271110,Tecnólogo em gastronomia
35-2019.00,"Cooks, All Other",35-2019,"Cooks, All Other",5120,Cooks,5120,Cozinheiros,271110,Tecnólogo em gastronomia
35-2021.00,Food Preparation Workers,35-2021,Food Preparation Workers,9412,Kitchen helpers,9412,Ajudantes de cozinha,513505,Auxiliar nos serviços de alimentação
35-3011.00,Bartenders,35-3011,Bartenders,5132,Bartenders,5132,atendentes de bar,513420,Barman
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",5246,Food service counter attendants,5246,Balconistas dos serviços de alimentação,521140,Atendente de lojas e mercados
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",5246,Food service counter attendants,5246,Balconistas dos serviços de alimentação,521140,Atendente de lojas e mercados
35-3022.01,Baristas,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",5246,Food service counter attendants,5246,Balconistas dos serviços de alimentação,513440,Barista
35-3031.00,Waiters and Waitresses,35-3031,Waiters and Waitresses,5131,Waiters,5131,Garçons,513305,Camareiro de teatro
35-3041.00,"Food Servers, Nonrestaurant",35-3041,"Food Servers, Nonrestaurant",5131,Waiters,5131,Garçons,513305,Camareiro de teatro
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,5246,Food service counter attendants,5246,Balconistas dos serviços de alimentação,513440,Barista
35-9021.00,Dishwashers,35-9021,Dishwashers,9412,Kitchen helpers,9412,Ajudantes de cozinha,513505,Auxiliar nos serviços de alimentação
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",5169,Personal services workers not elsewhere classified,5169,Trabalhadores de serviços pessoais não classificados anteriormente,510135,Maître
35-9099.00,"Food Preparation and Serving Related Workers, All Other",35-9099,"Food Preparation and Serving Related Workers, All Other",9412,Kitchen helpers,9412,Ajudantes de cozinha,513505,Auxiliar nos serviços de alimentação
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,5151,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",5151,"Supervisores de manutenção e limpeza de edifícios em escritórios, hotéis e estabelecimentos",510115,Supervisor de andar
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",6113,"Gardeners, horticultural and nursery growers",9214,Trabalhadores elementares da jardinagem e horticultura,612305,Produtor na olericultura de legumes
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",5153,Building caretakers,5153,Porteiros e zeladores,510110,Administrador de edifícios
37-2012.00,Maids and Housekeeping Cleaners,37-2012,Maids and Housekeeping Cleaners,9111,Domestic cleaners and helpers,9111,Trabalhadores dos serviços domésticos em geral,512105,Empregado doméstico nos serviços gerais
37-2019.00,"Building Cleaning Workers, All Other",37-2019,"Building Cleaning Workers, All Other",7133,Building structure cleaners,7133,Limpadores de fachadas,514310,Auxiliar de manutenção predial
37-2021.00,Pest Control Workers,37-2021,Pest Control Workers,7544,Fumigators and other pest and weed controllers,7544,Fumigadores e outros controladores de pragas e ervas daninhas,519910,Controlador de pragas
37-3011.00,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,9214,Garden and horticultural labourers,9214,Trabalhadores elementares da jardinagem e horticultura,622010,Jardineiro
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",7544,Fumigators and other pest and weed controllers,7544,Fumigadores e outros controladores de pragas e ervas daninhas,519910,Controlador de pragas
37-3013.00,Tree Trimmers and Pruners,37-3013,Tree Trimmers and Pruners,6113,"Gardeners, horticultural and nursery growers",9215,Trabalhadores florestais elementares,612305,Produtor na olericultura de legumes
37-3019.00,"Grounds Maintenance Workers, All Other",37-3019,"Grounds Maintenance Workers, All Other",9214,Garden and horticultural labourers,9214,Trabalhadores elementares da jardinagem e horticultura,622010,Jardineiro
39-1011.00,Gaming Supervisors,39-1011,Gaming Supervisors,4212,"Bookmakers, croupiers and related gaming workers",4212,Coletores de apostas e de jogos,421205,Recebedor de apostas (loteria)
39-1012.00,Slot Supervisors,39-1012,Slot Supervisors,4212,"Bookmakers, croupiers and related gaming workers",4212,Coletores de apostas e de jogos,421205,Recebedor de apostas (loteria)
39-1021.00,First-Line Supervisors of Personal Service Workers,39-1021,First-Line Supervisors of Personal Service Workers,3423,Fitness and recreation instructors and program leaders,3423,Instrutores de educação física e atividades recreativas,224120,Preparador físico
39-1021.01,Spa Managers,39-1021,First-Line Supervisors of Personal Service Workers,3423,Fitness and recreation instructors and program leaders,3423,Instrutores de educação física e atividades recreativas,224120,Preparador físico
39-2011.00,Animal Trainers,39-2011,Animal Trainers,5164,Pet groomers and animal care workers,5164,Cuidadores de animais,519310,Esteticista de animais domésticos
39-2021.00,Nonfarm Animal Caretakers,39-2021,Nonfarm Animal Caretakers,5164,Pet groomers and animal care workers,5164,Cuidadores de animais,519310,Esteticista de animais domésticos
39-3011.00,Gaming Dealers,39-3011,Gaming Dealers,4212,"Bookmakers, croupiers and related gaming workers",4212,Coletores de apostas e de jogos,421205,Recebedor de apostas (loteria)
39-3012.00,Gaming and Sports Book Writers and Runners,39-3012,Gaming and Sports Book Writers and Runners,4212,"Bookmakers, croupiers and related gaming workers",4212,Coletores de apostas e de jogos,421205,Recebedor de apostas (loteria)
39-3019.00,"Gaming Service Workers, All Other",39-3019,"Gaming Service Workers, All Other",4212,"Bookmakers, croupiers and related gaming workers",4212,Coletores de apostas e de jogos,421205,Recebedor de apostas (loteria)
39-3021.00,Motion Picture Projectionists,39-3021,Motion Picture Projectionists,9629,Elementary workers not elsewhere classified,9629,Outras ocupações elementares não classificadas anteriormente,517415,Agente de portaria
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",9629,Elementary workers not elsewhere classified,9629,Outras ocupações elementares não classificadas anteriormente,517415,Agente de portaria
39-3091.00,Amusement and Recreation Attendants,39-3091,Amusement and Recreation Attendants,8343,"Crane, hoist and related plant operators",8343,"Operadores de guindastes, gruas, aparatos de elevação e afins",782105,Operador de draga
51-3099.00,"Food Processing Workers, All Other",51-3099,"Food Processing Workers, All Other",7514,"Fruit, vegetable and related preservers",7514,"Trabalhadores da conservação de frutas, legumes e similares",841408,Preparador de guarnições
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",9629,Elementary workers not elsewhere classified,9629,Outras ocupações elementares não classificadas anteriormente,517415,Agente de portaria
39-3099.00,"Entertainment Attendants and Related Workers, All Other",39-3099,"Entertainment Attendants and Related Workers, All Other",3435,Other artistic and cultural associate professionals,3435,Outros profissionais de nível médio em atividades culturais e artísticas,371410,Recreador
39-4011.00,Embalmers,39-4011,Embalmers,5163,Undertakers and embalmers,5163,Trabalhadores de funerárias e embalsamadores,516505,Agente funerário
39-4021.00,Funeral Attendants,39-4021,Funeral Attendants,5163,Undertakers and embalmers,5163,Trabalhadores de funerárias e embalsamadores,516505,Agente funerário
39-4031.00,"Morticians, Undertakers, and Funeral Directors",39-4031,"Morticians, Undertakers, and Funeral Directors",5163,Undertakers and embalmers,5163,Trabalhadores de funerárias e embalsamadores,516505,Agente funerário
39-5011.00,Barbers,39-5011,Barbers,5141,Hairdressers,5141,Cabeleireiros,322120,Massoterapeuta
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",5141,Hairdressers,5141,Cabeleireiros,322120,Massoterapeuta
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5091,"Makeup Artists, Theatrical and Performance",5142,Beauticians and related workers,5142,Especialistas em tratamento de beleza e afins,516120,Manicure
39-5092.00,Manicurists and Pedicurists,39-5092,Manicurists and Pedicurists,5142,Beauticians and related workers,5142,Especialistas em tratamento de beleza e afins,516120,Manicure
39-5093.00,Shampooers,39-5093,Shampooers,5142,Beauticians and related workers,5142,Especialistas em tratamento de beleza e afins,516120,Manicure
39-5094.00,Skincare Specialists,39-5094,Skincare Specialists,5142,Beauticians and related workers,5142,Especialistas em tratamento de beleza e afins,516120,Manicure
39-6011.00,Baggage Porters and Bellhops,39-6011,Baggage Porters and Bellhops,9621,"Messengers, package deliverers and luggage porters",9621,"Mensageiros, carregadores de bagagens e entregadores de encomendas",412205,Contínuo
39-6012.00,Concierges,39-6012,Concierges,4224,Hotel receptionists,4224,Recepcionistas de hotéis,422120,Recepcionista de hotel
39-7011.00,Tour Guides and Escorts,39-7011,Tour Guides and Escorts,5113,Travel guides,5113,Guias de turismo,511405,Guia de turismo
39-7012.00,Travel Guides,39-7012,Travel Guides,5113,Travel guides,5113,Guias de turismo,511405,Guia de turismo
39-9011.00,Childcare Workers,39-9011,Childcare Workers,5311,Child care workers,5311,Cuidadores de crianças,516205,Babá
39-9011.01,Nannies,39-9011,Childcare Workers,5311,Child care workers,5311,Cuidadores de crianças,516205,Babá
39-9021.00,Personal Care Aides,39-9021,Personal Care Aides,4414,Scribes and related workers,4414,Outros escreventes,516210,Cuidador de idosos
39-9031.00,Fitness Trainers and Aerobics Instructors,39-9031,Fitness Trainers and Aerobics Instructors,3423,Fitness and recreation instructors and program leaders,3423,Instrutores de educação física e atividades recreativas,224120,Preparador físico
39-9032.00,Recreation Workers,39-9032,Recreation Workers,5169,Personal services workers not elsewhere classified,5169,Trabalhadores de serviços pessoais não classificados anteriormente,510135,Maître
39-9041.00,Residential Advisors,39-9041,Residential Advisors,5169,Personal services workers not elsewhere classified,5169,Trabalhadores de serviços pessoais não classificados anteriormente,510135,Maître
39-9099.00,"Personal Care and Service Workers, All Other",39-9099,"Personal Care and Service Workers, All Other",5152,Domestic housekeepers,5152,Governantas e mordomos domésticos,513105,Mordomo de residência
41-1011.00,First-Line Supervisors of Retail Sales Workers,41-1011,First-Line Supervisors of Retail Sales Workers,5222,Shop supervisors,5222,Supervisores de lojas,521125,Repositor de mercadorias
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2433,Technical and medical sales professionals (excluding ICT),2433,Profissionais de vendas técnicas e médicas (exclusive tic),520105,Supervisor de vendas de serviços
41-2011.00,Cashiers,41-2011,Cashiers,5230,Cashiers and ticket clerks,5230,Caixas e expedidores de bilhetes,421105,Atendente comercial (agência postal)
41-2012.00,Gaming Change Persons and Booth Cashiers,41-2012,Gaming Change Persons and Booth Cashiers,5230,Cashiers and ticket clerks,5230,Caixas e expedidores de bilhetes,421105,Atendente comercial (agência postal)
41-2021.00,Counter and Rental Clerks,41-2021,Counter and Rental Clerks,5249,Sales workers not elsewhere classified,5249,Vendedores não classificados anteriormente,521140,Atendente de lojas e mercados
41-2022.00,Parts Salespersons,41-2022,Parts Salespersons,5223,Shop sales assistants,5223,Balconistas e vendedores de lojas,521105,Vendedor em comércio atacadista
41-2031.00,Retail Salespersons,41-2031,Retail Salespersons,5223,Shop sales assistants,5223,Balconistas e vendedores de lojas,521105,Vendedor em comércio atacadista
41-3011.00,Advertising Sales Agents,41-3011,Advertising Sales Agents,3339,Business services agents not elsewhere classified,3339,Agentes de serviços comerciais não classificados anteriormente,354305,Analista de exportação e importação
41-3021.00,Insurance Sales Agents,41-3021,Insurance Sales Agents,3321,Insurance representatives,3321,Agentes de seguros,351705,Analista de seguros (técnico)
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",3311,Securities and finance dealers and brokers,3311,"Agentes e corretores de bolsa, câmbio e outros serviços financeiros",252510,Analista de câmbio
41-3031.01,"Sales Agents, Securities and Commodities",41-3031,"Securities, Commodities, and Financial Services Sales Agents",3311,Securities and finance dealers and brokers,3311,"Agentes e corretores de bolsa, câmbio e outros serviços financeiros",252510,Analista de câmbio
41-3031.02,"Sales Agents, Financial Services",41-3031,"Securities, Commodities, and Financial Services Sales Agents",3311,Securities and finance dealers and brokers,3311,"Agentes e corretores de bolsa, câmbio e outros serviços financeiros",252510,Analista de câmbio
41-3031.03,Securities and Commodities Traders,41-3031,"Securities, Commodities, and Financial Services Sales Agents",3311,Securities and finance dealers and brokers,3311,"Agentes e corretores de bolsa, câmbio e outros serviços financeiros",252510,Analista de câmbio
41-3041.00,Travel Agents,41-3041,Travel Agents,3339,Business services agents not elsewhere classified,3339,Agentes de serviços comerciais não classificados anteriormente,354305,Analista de exportação e importação
41-3099.00,"Sales Representatives, Services, All Other",41-3099,"Sales Representatives, Services, All Other",3322,Commercial sales representatives,3322,Representantes comerciais,354120,Agente de vendas de serviços
41-3099.01,Energy Brokers,41-3099,"Sales Representatives, Services, All Other",3322,Commercial sales representatives,3322,Representantes comerciais,354120,Agente de vendas de serviços
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2433,Technical and medical sales professionals (excluding ICT),2433,Profissionais de vendas técnicas e médicas (exclusive tic),521110,Vendedor de comércio varejista
41-4011.07,Solar Sales Representatives and Assessors,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2433,Technical and medical sales professionals (excluding ICT),2433,Profissionais de vendas técnicas e médicas (exclusive tic),232210,Representante comercial autônomo
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3322,Commercial sales representatives,3322,Representantes comerciais,354120,Agente de vendas de serviços
41-9011.00,Demonstrators and Product Promoters,41-9011,Demonstrators and Product Promoters,5242,Sales demonstrators,5242,Demonstradores de lojas,521120,Demonstrador de mercadorias
41-9012.00,Models,41-9012,Models,5241,Fashion and other models,5241,"Modelos de moda, arte e publicidade",376405,Modelo artístico
41-9021.00,Real Estate Brokers,41-9021,Real Estate Brokers,3334,Real estate agents and property managers,3334,Agentes imobiliários,354605,Corretor de imóveis
41-9022.00,Real Estate Sales Agents,41-9022,Real Estate Sales Agents,3334,Real estate agents and property managers,3334,Agentes imobiliários,354605,Corretor de imóveis
41-9031.00,Sales Engineers,41-9031,Sales Engineers,2434,Information and communications technology sales professionals,2434,Profissionais de vendas de tecnologia da informação e comunicações,354110,Agenciador de propaganda
41-9041.00,Telemarketers,41-9041,Telemarketers,5244,Contact centre salespersons,5244,Vendedores por telefone,422305,Operador de telemarketing ativo
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",5211,Stall and market salespersons,5211,Vendedores de quiosques e postos de mercados,524105,Vendedor porta a porta
41-9099.00,"Sales and Related Workers, All Other",41-9099,"Sales and Related Workers, All Other",3339,Business services agents not elsewhere classified,3339,Agentes de serviços comerciais não classificados anteriormente,354305,Analista de exportação e importação
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,43-1011,First-Line Supervisors of Office and Administrative Support Workers,3341,Office supervisors,3341,Supervisores de secretaria,342310,Inspetor de serviços de transportes rodoviários (passageiros e cargas)
43-2011.00,"Switchboard Operators, Including Answering Service",43-2011,"Switchboard Operators, Including Answering Service",4223,Telephone switchboard operators,4223,Telefonistas,422205,Telefonista
43-2021.00,Telephone Operators,43-2021,Telephone Operators,4223,Telephone switchboard operators,4223,Telefonistas,422205,Telefonista
19-4093.00,Forest and Conservation Technicians,19-4093,Forest and Conservation Technicians,3143,Forestry technicians,3143,Técnicos florestais,321210,Técnico florestal
43-3011.00,Bill and Account Collectors,43-3011,Bill and Account Collectors,4214,Debt-collectors and related workers,4214,Cobradores e afins,421305,Cobrador externo
43-3021.00,Billing and Posting Clerks,43-3021,Billing and Posting Clerks,4311,Accounting and bookkeeping clerks,4311,Trabalhadores de contabilidade e cálculo de custos,410105,Supervisor administrativo
43-3021.01,Statement Clerks,43-3021,Billing and Posting Clerks,4311,Accounting and bookkeeping clerks,4311,Trabalhadores de contabilidade e cálculo de custos,410105,Supervisor administrativo
43-3021.02,"Billing, Cost, and Rate Clerks",43-3021,Billing and Posting Clerks,4311,Accounting and bookkeeping clerks,4311,Trabalhadores de contabilidade e cálculo de custos,410105,Supervisor administrativo
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",3313,Accounting associate professionals,3313,Contabilistas e guarda livros,351110,Chefe de contabilidade (técnico)
43-3041.00,Gaming Cage Workers,43-3041,Gaming Cage Workers,4212,"Bookmakers, croupiers and related gaming workers",4212,Coletores de apostas e de jogos,421205,Recebedor de apostas (loteria)
43-3051.00,Payroll and Timekeeping Clerks,43-3051,Payroll and Timekeeping Clerks,4313,Payroll clerks,4313,Trabalhadores encarregados de folha de pagamento,413105,Analista de folha de pagamento
43-3061.00,Procurement Clerks,43-3061,Procurement Clerks,4110,General office clerks,4110,Escriturários gerais,411005,Escriturário
43-3071.00,Tellers,43-3071,Tellers,4211,Bank tellers and related clerks,4211,Caixas de banco e afins,353205,Técnico de operações e serviços bancários - câmbio
49-9099.01,Geothermal Technicians,49-9099,"Installation, Maintenance, and Repair Workers, All Other",9622,Odd job persons,9622,Pessoas que realizam várias tarefas,316110,Técnico em geologia
43-4011.00,Brokerage Clerks,43-4011,Brokerage Clerks,4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-4021.00,Correspondence Clerks,43-4021,Correspondence Clerks,4225,Enquiry clerks,4225,Trabalhadores dos serviços de informações,411005,Auxiliar de escritório
43-4031.00,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",3354,Government licensing officials,3354,Agentes de serviços de expedição de licenças e permissões,352205,Agente de defesa ambiental
43-4031.01,Court Clerks,43-4031,"Court, Municipal, and License Clerks",3354,Government licensing officials,3354,Agentes de serviços de expedição de licenças e permissões,352205,Agente de defesa ambiental
43-4031.02,Municipal Clerks,43-4031,"Court, Municipal, and License Clerks",3354,Government licensing officials,3354,Agentes de serviços de expedição de licenças e permissões,352205,Agente de defesa ambiental
43-4031.03,License Clerks,43-4031,"Court, Municipal, and License Clerks",3354,Government licensing officials,3354,Agentes de serviços de expedição de licenças e permissões,352205,Agente de defesa ambiental
43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041,"Credit Authorizers, Checkers, and Clerks",4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-4041.01,Credit Authorizers,43-4041,"Credit Authorizers, Checkers, and Clerks",4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-4041.02,Credit Checkers,43-4041,"Credit Authorizers, Checkers, and Clerks",4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-4051.00,Customer Service Representatives,43-4051,Customer Service Representatives,4222,Contact centre information clerks,4222,Trabalhadores de centrais de atendimento,422205,Telefonista
43-4051.03,Patient Representatives,43-4051,Customer Service Representatives,4222,Contact centre information clerks,4222,Trabalhadores de centrais de atendimento,422205,Telefonista
43-4061.00,"Eligibility Interviewers, Government Programs",43-4061,"Eligibility Interviewers, Government Programs",3353,Government social benefits officials,3353,Agentes de serviços de seguridade social,254205,Auditor-fiscal da previdência social
43-4071.00,File Clerks,43-4071,File Clerks,4415,Filing and copying clerks,4415,Trabalhadores de arquivos,415120,Fitotecário
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4081,"Hotel, Motel, and Resort Desk Clerks",4224,Hotel receptionists,4224,Recepcionistas de hotéis,422120,Recepcionista de hotel
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4111,"Interviewers, Except Eligibility and Loan",4227,Survey and market research interviewers,4227,Entrevistadores de pesquisas de mercado,424110,Entrevistador de pesquisa de opinião e mídia
43-4121.00,"Library Assistants, Clerical",43-4121,"Library Assistants, Clerical",4411,Library clerks,4411,Trabalhadores de bibliotecas,371105,Assistente de biblioteca
43-4131.00,Loan Interviewers and Clerks,43-4131,Loan Interviewers and Clerks,4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-4141.00,New Accounts Clerks,43-4141,New Accounts Clerks,4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-4151.00,Order Clerks,43-4151,Order Clerks,4419,Clerical support workers not elsewhere classified,4419,Trabalhadores de apoio administrativo não classificados anteriormente,253120,Diretor de mídia (publicidade)
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",4416,Personnel clerks,4416,Trabalhadores do serviço de pessoal,252405,Analista de recursos humanos
43-4171.00,Receptionists and Information Clerks,43-4171,Receptionists and Information Clerks,4222,Contact centre information clerks,4222,Trabalhadores de centrais de atendimento,422205,Telefonista
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,4221,Travel consultants and clerks,4221,Trabalhadores de agências de viagem,354815,Agente de viagem
31-9099.00,"Healthcare Support Workers, All Other",31-9099,"Healthcare Support Workers, All Other",3259,Health associate professionals not elsewhere classified,3259,Profissionais de nível médio da saúde não classificados anteriormente,322255,Técnico em agente comunitário de saúde
43-5011.00,Cargo and Freight Agents,43-5011,Cargo and Freight Agents,3324,Trade brokers,3324,Corretores de comercialização,354705,Representante comercial autônomo
43-5011.01,Freight Forwarders,43-5011,Cargo and Freight Agents,3324,Trade brokers,3324,Corretores de comercialização,354705,Representante comercial autônomo
43-5021.00,Couriers and Messengers,43-5021,Couriers and Messengers,4412,Mail carriers and sorting clerks,4412,Trabalhadores de serviços de correios,415210,Operador de triagem e transbordo
43-5031.00,"Police, Fire, and Ambulance Dispatchers",43-5031,"Police, Fire, and Ambulance Dispatchers",5419,Protective services workers not elsewhere classified,5419,Trabalhadores dos serviços de proteção e segurança não classificados anteriormente,410220,Supervisor de controle patrimonial
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",4323,Transport clerks,4323,Trabalhadores de serviços de transporte,342305,Chefe de serviço de transporte rodoviário (passageiros e cargas)
43-5041.00,"Meter Readers, Utilities",43-5041,"Meter Readers, Utilities",9623,Meter readers and vending-machine collectors,9623,Coletores de dinheiro em máquinas automáticas de venda e leitores de medidores,519940,Leiturista
43-5051.00,Postal Service Clerks,43-5051,Postal Service Clerks,4211,Bank tellers and related clerks,4211,Caixas de banco e afins,353205,Técnico de operações e serviços bancários - câmbio
43-5052.00,Postal Service Mail Carriers,43-5052,Postal Service Mail Carriers,4412,Mail carriers and sorting clerks,4412,Trabalhadores de serviços de correios,415210,Operador de triagem e transbordo
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4412,Mail carriers and sorting clerks,4412,Trabalhadores de serviços de correios,415210,Operador de triagem e transbordo
43-5061.00,"Production, Planning, and Expediting Clerks",43-5061,"Production, Planning, and Expediting Clerks",4322,Production clerks,4322,Trabalhadores de serviços de apoio à produção,784205,Auxiliar de linha de produção
43-5071.00,"Shipping, Receiving, and Traffic Clerks",43-5071,"Shipping, Receiving, and Traffic Clerks",3331,Clearing and forwarding agents,3331,Despachantes aduaneiros,342205,Ajudante de despachante aduaneiro
43-5081.00,Stock Clerks and Order Fillers,43-5081,Stock Clerks and Order Fillers,4321,Stock clerks,4321,Trabalhadores de controle de abastecimento e estoques,414115,Balanceiro
43-5081.01,"Stock Clerks, Sales Floor",43-5081,Stock Clerks and Order Fillers,4321,Stock clerks,4321,Trabalhadores de controle de abastecimento e estoques,414115,Balanceiro
43-5081.02,Marking Clerks,43-5081,Stock Clerks and Order Fillers,4321,Stock clerks,4321,Trabalhadores de controle de abastecimento e estoques,414115,Balanceiro
